# pack	reading	output	dataset	category
geography	ljgcx	林家古厝線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljh	六甲湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljh	隆基湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljjggys	臨江街觀光夜市	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljk	鹿角坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljkgd	鹿角坑古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljks	六角坑山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljl	拉加崙	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljl	陸軍路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljljc	拉戛拉戛池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljljsdsbd	利基利吉山登山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljp	鹿堀坪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljpgd	鹿堀坪古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljps	鹿堀坪山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljq	六甲區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljq	龍井區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljrdsk	里佳瑞登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljs	拉加善	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljsdsk	六甲山登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljslj	鹿角山路徑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljt	六角亭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljt	龍蛟潭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljtc	盧經堂厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljtf	六家堤防	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljtzhc	龍蛟潭滯洪池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljwfbs	路跡無法辨識	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljwq	利吉溫泉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljwqxj	利吉溫泉小徑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljx	老街溪	rudy-2026.09.03:upstream	geography_history
geography	ljx	六腳鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljx	龍井鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljxhbbd	老街溪河濱步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljxhbbdzd	老街溪河濱步道終點	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljys	路基遺失	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljysj	利吉月世界	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljz	林家莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljz	羅家莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljzcywg	林家祖厝藝文館	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljzd	林間棧道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljzl	連接走廊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljzl	連結走廊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ljzxcd	林間自行車道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	路口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	林口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	六坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	嚨口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	嶺口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	濫坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	老坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lk	鹿窟	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkc	六塊厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkc	路口厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkccz	六塊厝車站	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkcydl	六坑產業道路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkcyg	六塊厝漁港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkd	籃口店	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkfdc	鹿窟福德祠	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkjds	蘭崁監督所	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkk	老坑口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkkxxc	嶺口凱旋新村	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkl	六塊寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkld	凌空廊道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lklgqbd	林口老公崎步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkpgd	鹿窟坪古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lks	拉卡山	rudy-2026.09.03:upstream	geography_history
geography	lksjjnb	鹿窟事件紀念碑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkslbd	林口森林步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lktq	旅客天橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lktq	龍口吞泉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkx	鹿窟巷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkxhtbd	老坑溪河堤步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkxpsd	六坑斜坡索道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkxsall	老坑溪水岸路廊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkxsbd	濫坑相思步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkxsz	林口新市鎮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkyl	廖快菸樓	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkz	魯凱族	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkzhcjs	魯凱族好茶舊社	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lkzx	龍坑支線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	隆隆	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	流流	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	鹿寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	六寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	力里	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	崙龍	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	嶐嶐	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	料羅	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	柳林	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	栳寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	獵寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	裡冷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	魯倫	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	麟洛	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ll	龍鑾	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llbd	聯絡步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llc	六路厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llc	獵寮池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llc	隆林池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llc	隆隆池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llc	龍鯉池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llcbd	龍林厝步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lld	龍崀頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lldbd	龍崀頂步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lldq	裡冷吊橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lldyd	鹿林道營地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llg	鹿寮溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llgd	六寮古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llgd	嶐嶺古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llgd	隆嶺古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llgf	琉璃工房	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llggbd	琉瑯觀光步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llgs	琉璃光寺	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llh	老寮湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llhspt	萊萊海蝕平台	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lljslx	獵狸尖山路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llk	淋漓坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llk	鹿寮坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llkgx	鹿寮坑幹線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llld	聯絡廊道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llp	淋漓坪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llp	羅料坪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llp	鹿寮坪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llpb	龍鱗瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llq	苓林橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llqj	琉璃秋境	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llqsdsk	鹿林前山登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lls	拉拉山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lls	拉洛山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lls	隆林山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsbd	拉拉山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsbd	龍麟山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsbdsk	里龍山北登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsdn	鹿寮山東南	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsdsbd	鹿林山登山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsdsk	拉拉山登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsdslx	里龍山登山路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llslj	呂禮山路徑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsm	鹿林神木	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llssjd	鹿林山三角點	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsx	淋漓樹下	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsxfyd	連理山西峰營地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llsz	鯉龍山站	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llt	龍鑾潭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llt	路利潭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lltpsg	龍鑾潭排水溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lltzl	龍鑾潭支流	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llw	利里武	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llwq	轆轆溫泉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llwqdsk	轆轆溫泉登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llx	玲瓏峽	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llx	麟洛鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llxj	琉璃仙境	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llxsk	鹿寮溪水庫	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llxxdyc	六六休閒釣魚池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llyd	獵寮營地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llyssldsk	力里圓山森林登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llz	鹿寮莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llzgc	老里長古厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	llzjz	流籠中繼站	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	黎明	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	龍門	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	崙美	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	林美	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	綠茂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	老梅	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	鹿滿	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	鹿鳴	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lm	龍目	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lma	留茂安	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmbnbd	里美避難步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmbsclk	龍母拜山叉路口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmbsnfbd	龍母拜山南峰步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmc	羅秘池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmctx	劉銘傳銅像	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmd	龍貓洞	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmdq	鹿鳴吊橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmdq	龍門吊橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmdqbd	鹿鳴吊橋步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmdxxyz	拉馬達星星遺址	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmffc	李明芳奉茶	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmg	流麻溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmgc	龍貓公車	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmhl	龍貓迴廊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmj	萊秘境	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmj	龍目井	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmj	龍門進	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmk	鹿鳴坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmk	龍門口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmkbd	龍門口步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmkjwhyq	鹿滿客家文化園區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmkz	龍門客棧	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lml	鹿鳴里	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lml	黎明路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmlydjjd	龍門露營度假基地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmmg	老梅迷宮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmpb	老梅瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmpblx	老梅瀑布路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmq	綠美橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmq	鹿鳴橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmq	黎明橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmqrq	浪漫情人橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmsd	龍貓隧道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmsq	龍門社區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmtdg	龍貓土地公	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmtz	鹿母潭子	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmxc	黎明新村	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmxpbd	老梅溪畔步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmxpbdtdld	老梅溪畔步道替代路斷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmy	樓門岩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lmyg	龍門漁港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ln	林內	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ln	埓內	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ln	崙內	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ln	立農	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ln	路內	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ln	鹿南	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnfstxxnz	老農夫生態休閒農莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lngx	龍南幹線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lngy	遼寧公園	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnl	禮納里	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnpsgx	龍南排水幹線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnqs	咾尿崎山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lns	藍鳥山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnsbl	林牛山北稜	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnx	林內鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnx	荖濃溪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnxpdsqgjsj	林內鄉坪頂社區古今事蹟	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnxyd	荖濃溪營地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	lnyk	烈女義坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ai'liao	隆隘寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'an	龍安	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'an'jie	龍安街	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'an'lu	龍安路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'an'lu'qiao	龍安陸橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'an'po	龍安坡	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'bai'mu'shan'bu'dao	龍拜母山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chang	隆昌	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chang'jie	隆昌街	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'cheng	龍埕	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'cheng'sheng'tai	龍埕生態	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chi	龍池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chuan	龍船	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chuan'wo	龍船窩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chuan'wo'jing'guan'tai	龍船窩景觀台	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chuan'yan	龍船岩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'chuan'yan'nan'feng	龍船岩南峰	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'cui'sui'dao	籠翠隧道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'de	龍德	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ding	龍頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ding'gu'dao	隴頂古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ding'gu'dao'ci'hui'tang'deng'shan'kou	隴頂古道慈惠堂登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ding'gu'dao'dong'deng'shan'kou	隴頂古道東登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ding'gu'dao'guang'tian'gong'zhi'xian	隴頂古道廣天宮支線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ding'gu'dao'guang'tian'gong'zhi'xian'deng'shan'kou	隴頂古道廣天宮支線登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'dong	龍洞	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'dong'fu'qian	龍洞浮潛	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'dong'keng	龍洞坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'dong'nan'kou'you'ting'gang	龍洞南口遊艇港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'dong'wan'jia'bu'dao	龍洞灣岬步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'dong'yu'gang	龍洞漁港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'en'pai'shui	隆恩排水	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'dong	龍鳳洞	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'gong'fu'de'ci	龍鳳宮福德祠	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'hu	龍鳳湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'pu'bu	龍鳳瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'pu'bu'kong'zhong'bu'dao	龍鳳瀑布空中步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'shan'tan'pai'lou	龍鳳山曇牌樓	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'yan'bu'dao	龍鳳巖步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'yan'deng'shan'bu'dao	龍鳳巖登山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'yong'quan	龍鳳湧泉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'feng'yu'gang	龍鳳漁港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gang	龍岡	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gang	龍港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gang'shan	龍岡山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gong'pu'bu	龍宮瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gou	龍溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gou'keng	壟鈎坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'gu'qiao	龍骨橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hou'keng	龍喉坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hu	龍湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hu'bu'dao	龍湖步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hu'dou	龍虎斗	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hu'kou	龍湖口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hu'shan	龍虎山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hu'ta	龍虎塔	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'hua	龍華	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'huang'si'deng'shan'kou	龍皇寺登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ji'fu'shen'tan	龍基福神壇	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ji'hu	隆基湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jian	龍澗	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jian'bing'bang	龍澗冰棒	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jiao'tan	龍蛟潭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jiao'tan'zhi'hong'chi	龍蛟潭滯洪池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jin	龍津	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jing	龍井	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jing'qu	龍井區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'jing'xiang	龍井鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'keng'zhi'xian	龍坑支線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'kou	嚨口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'kou'tun'quan	龍口吞泉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lang'ding	龍崀頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lang'ding'bu'dao	龍崀頂步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'li'chi	龍鯉池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lin'chi	隆林池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lin'cuo'bu'dao	龍林厝步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lin'pu'bu	龍鱗瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lin'shan	隆林山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'lin'shan'bu'dao	龍麟山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ling'gu'dao	嶐嶺古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'ling'gu'dao	隆嶺古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'long	隆隆	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'long	嶐嶐	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'long'chi	隆隆池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'luan	龍鑾	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'luan'tan	龍鑾潭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'luan'tan'pai'shui'gou	龍鑾潭排水溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'luan'tan'zhi'liu	龍鑾潭支流	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'mao'dong	龍貓洞	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	long'mao'gong'che	龍貓公車	rudy-2026.09.03:mcbopomofo-derived	geography_history
