# pack	reading	output	dataset	category
geography	yai'yue'zhan'dao	崖躍棧道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yaj	永安街	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yalibashan	呀里叭山	rudy-2026.09.03:upstream	geography_history
geography	yam	永安廟	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yam	永安門	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yamawanshan	亞麻灣山	rudy-2026.09.03:upstream	geography_history
geography	yamawanshanxifeng	亞麻灣山西峰	rudy-2026.09.03:upstream	geography_history
geography	yan'bi	岩壁	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'bi'bu	掩蔽部	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'bi'huo'shui'yuan	岩壁活水源	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'bi'shui'yuan	岩壁水源	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'bi'zhong'ru'shi	岩壁鐘乳石	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'bu	鹽埔	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cai'keng	鹽菜坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cai'weng	鹽菜甕	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cai'weng'shan'deng'shan'lu'jing	鹽菜甕山登山路徑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cao'lin'shan'lu'xian	鹽草林山路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'chao'qu	燕巢區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cheng	鹽埕	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cheng'qu	鹽埕區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cuo	嚴厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cuo	顏厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'cuo'liao	顏厝寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ding	岩頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'guan	鹽館	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'guan'qian	鹽館前	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'hu'zhan'qiao	嚴戶棧橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'jia'gan'zhi'shu'bei	嚴家淦植樹碑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'jiang'an'keng	奄江岸坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'jing'dong'pu'bu	眼鏡洞瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'jing'kai'men'e	眼鏡凱門鱷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'jing'keng	鹽井坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'jiu'yuan'lu'si'duan	研究院路四段	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'leng	岩稜	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'leng'zhan'wang	岩稜展望	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao	鹽寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao	烟寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao'cun	鹽寮村	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao'kang'ri'ji'nian'bei	鹽寮抗日紀念碑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao'keng	烟寮坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao'keng	煙寮坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'liao'ping	煙寮坪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ping	延平	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ping'gu'dao	延平古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ping'jie	延平街	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ping'nan'lu	延平南路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ping'xiang	延平鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'pu'xiang	鹽埔鄉	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'qian	岩前	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'sang'keng	鹽桑坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'sang'liao	鹽桑寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shan	岩山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shan	彥山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shan'ding	鹽山頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'sheng'pu'bu	煙聲瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shou'lu	延壽路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shu	鹽樹	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui	鹽水	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'gang	鹽水港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'guan'guang'mei'shi'cheng	鹽水觀光美食城	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'jie	鹽水街	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'keng	鹽水坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'li	鹽水里	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'qu	鹽水區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'xi	鹽水溪	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'shui'xiang	鹽水巷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'tan'pai'shui'gou	延潭排水溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'ti	堰堤	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'tian	鹽田	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'tian'liao	鹽田寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'tu'keng	鹽土坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'wan	岩灣	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'yuan	鹽園	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zan	鹽讚	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zhi'hou	胭脂猴	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zhu'she	奄豬社	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zi'kou	燕子口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zi'kou'bu'dao'chu'kou	燕子口步道出口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zi'kou'bu'dao'ru'kou	燕子口步道入口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zi'wo	燕子窩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zi'yai	燕子崖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yan'zi'zhu	演字柱	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yancangshan	岩藏山	rudy-2026.09.03:upstream	geography_history
geography	yancaolinshan	鹽草林山	rudy-2026.09.03:upstream	geography_history
geography	yandunshan	煙墩山	rudy-2026.09.03:upstream	geography_history
geography	yang'chou	羊稠	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'chou'bu'dao	羊稠步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'chou'cuo	羊稠厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'chou'keng	羊稠坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'chou'xiang	羊稠巷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'cuo	楊厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'cuo	洋厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'cuo'liao	楊厝寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'cuo'zhuang	楊厝莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'feng'gu'dao	陽峰古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'feng'gu'dao'tie'zha'men	陽峰古道鐵柵門	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guan'da'dao	陽關大道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'bie'shu	陽光別墅	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'bu'dao	陽光步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'da'dao	陽光大道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'dian'cheng	陽光電城	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'guang'chang	陽光廣場	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'jia'shui'wu	陽光加水屋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'qiao	陽光橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'san'he'yuan	陽光三合院	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'guang'shan'lin'she'qu	陽光山林社區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'hai'xian	楊海峴	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'hua'lun	羊花崙	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'hua'qu	氧化渠	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'hua'tang	氧化塘	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'jia'zu'cuo	楊家祖厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'jiao'gu'dao	羊角古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'jin'gong'lu	陽金公路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'lao	養老	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'lao'shan'deng'shan'kou	養老山登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'lao'shan'xi'bei'feng	養老山西北峰	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'lao'shan'xi'bei'feng'lu'xian	養老山西北峰路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liao	楊寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liao	羊寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liao'gang	羊寮港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liao'keng	羊寮坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liao'qi	羊寮崎	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liu'zhuang	楊柳庄	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'liu'zhuang	楊柳莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'bao'jia'gu'dao	楊梅保甲古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'bu'dao	楊梅步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'duan'tu'niu'gou	楊梅段土牛溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'li	楊梅壢	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'lu'qiao	楊梅陸橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'qu	楊梅區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'shi	楊梅市	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mei'xiao'xiang'gang	楊梅小香港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'mie'mie'tuo'mao'xiu	羊咩咩脫毛秀	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming	陽明	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'hu	陽明湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'miao'ta	陽明妙塔	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'quan'zhuang	陽明泉莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'shan	陽明山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'shan'guo'jia'gong'yuan	陽明山國家公園	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'shan'mu'chang'ban'shi'chu	陽明山牧場辦事處	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ming'xi'shui'guan'lu	陽明溪水管路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'nv'hu'ni'jiang'pu'bu	養女湖泥漿瀑布	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'qiao	羊橋	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'san'lang'ji'nian'diao'xiang	楊三郎紀念雕像	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'shan	洋山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'tao'bu'dao	楊桃步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'tian'ling	仰天嶺	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'ting'li'gu'dao	楊廷理古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'tou'lun'deng'shan'kou	羊頭崙登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'tou'shan'deng'shan'kou	羊頭山登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'tuo	羊駝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'xi'wo	羊喜窩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'xian	楊賢	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'yu'chi	養魚池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhai	陽宅	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhai	陽翟	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhi'chi	養殖池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhu	陽住	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhu'chang	養豬場	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhu'keng	陽住坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zhu'zhuang	楊住庄	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yang'zi'keng'shan	樣子坑山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yangchougongshan	羊稠公山	rudy-2026.09.03:upstream	geography_history
geography	yanglaoshan	養老山	rudy-2026.09.03:upstream	geography_history
geography	yangshan	陽山	rudy-2026.09.03:upstream	geography_history
geography	yangtoulun	羊頭崙	rudy-2026.09.03:upstream	geography_history
geography	yangtoushan	羊頭山	rudy-2026.09.03:upstream	geography_history
geography	yangxiwozhuang	羊喜窩庄	rudy-2026.09.03:upstream	geography_history
geography	yanwanshan	岩灣山	rudy-2026.09.03:upstream	geography_history
geography	yanzidingshan	岩子頂山	rudy-2026.09.03:upstream	geography_history
geography	yao'bu	磘廍	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'cao'yuan	藥草原	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'cuo	姚厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'cuo	藥厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'dian	藥店	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'dian'kou	藥店口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'gou	咬狗	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'gun'zheng'qi'chuan	搖滾蒸氣船	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'keng	遙坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'kong'fei'ji'pao'dao	遙控飛機跑道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'ping'liao	堯坪寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'qin'guan	瑤琴館	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'rao	腰繞	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'rao'lu	腰繞路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'ren'gou'hu	咬人狗湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'ren'gou'keng	咬人狗坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'ren'gou'keng'bu'dao	咬人狗坑步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'ren'keng	咬人坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'wang	遙望	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yao'yong'zhi'wu'yuan	藥用植物園	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yaobaishan	遙拜山	rudy-2026.09.03:upstream	geography_history
geography	yaogoushan	咬狗山	rudy-2026.09.03:upstream	geography_history
geography	yaoposhan	鷂婆山	rudy-2026.09.03:upstream	geography_history
geography	yaq	永安區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yasdnf	永安山東南峰	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yasdnfdsk	永安山東南峰登山口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yasdslx	右岸山登山路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yashangshan	崖上山	rudy-2026.09.03:upstream	geography_history
geography	yayg	永安漁港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yayinshan	雅音山	rudy-2026.09.03:upstream	geography_history
geography	yaz	永安莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yazhc	永安滯洪池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yazilanshan	鴨子蘭山	rudy-2026.09.03:upstream	geography_history
geography	yb	岩壁	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yb	鹽埔	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yb	元標	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yb	元碑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yb	磘廍	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybb	伊拜班	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybb	掩蔽部	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybbd	迎賓步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybbdfjsfyft	原北部地方軍事法院法庭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybbdfjsfyjgqs	原北部地方軍事法院軍官寢室	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybd	迎賓道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybg	迎賓館	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybgc	迎賓廣場	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybhsy	岩壁活水源	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybmzdm	疫病門診大門	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybpt	迎賓平臺	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybs	迎賓樹	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybsy	岩壁水源	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybt	映碧潭	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybxb	御贔屭碑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybyd	崖邊營地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ybzrs	岩壁鐘乳石	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	泳池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	永昌	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	漁村	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	魚池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	鹽埕	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	漁場	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	宜昌	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	油車	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	玉成	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	右昌	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	嚴厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	圓窗	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	姚厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	尤厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	易村	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	映池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	月池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	楊厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	洋厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	游厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	源城	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	玉池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	羊稠	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	義稠	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	藥厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yc	顏厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycbd	羊稠步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycc	永春厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycc	羊稠厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yccd	野餐場地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycd	油車店	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycg	油車港	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycg	油車溝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycgc	永成古厝	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycgdxxm	原成功大學校門	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ych	玉潮湖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ychbd	玉稠湖步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ychs	玉稠湖山	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ychsxl	玉稠湖山小路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycj	魚池尖	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycjdsbd	魚池尖登山步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yck	油車口	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yck	油車坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yck	玉潮坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yck	羊稠坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yck	鹽菜坑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	元厝林	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	挹翠路	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	援巢寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	有才寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	楊厝寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	油車寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycl	顏厝寮	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yclbd	永春寮步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yclbd	油車寮步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yclgd	原柴寮古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yclgd	御成路古道	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yclslx	鹽草林山路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycmk	益成煤礦	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycn	漁池內	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycp	油車坡	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycpt	映彩平臺	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycq	鹽埕區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycq	野餐區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycq	燕巢區	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycsdslx	一場山登山路線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycw	油車窩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycw	鹽菜甕	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycwgx	油車窩幹線	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycwsdslj	鹽菜甕山登山路徑	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycx	羊稠巷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycxg	銀齒峽谷	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycy	援巢右	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycy	油茶園	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycy	藥草原	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycyc	魚城魚池	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycz	野餐桌	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycz	楊厝莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ycz	油車莊	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	營地	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	藥店	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	圓頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	永定	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	原斗	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	園頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	圓墩	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	岩頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	月洞	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	永德	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	yd	營頂	rudy-2026.09.03:mcbopomofo-derived	geography_history
geography	ydbd	運動步道	rudy-2026.09.03:mcbopomofo-derived	geography_history
