# kind	reading	output	frequency_rank	source
kanji	ku'mi	組	204	kanjidic:U7D44
kanji	ku'ni	国	3	kanjidic:U56FD
kanji	ku'ra	蔵	468	kanjidic:U8535
kanji	ku'ra'i	位	276	kanjidic:U4F4D
kanji	ku'ru'ma	車	333	kanjidic:U8ECA
kanji	ku'su'shi	医	437	kanjidic:U533B
kanji	ku'u	供	313	kanjidic:U4F9B
kanji	ku'u	宮	367	kanjidic:U5BAE
kanji	ku'u	空	304	kanjidic:U7A7A
kanji	kya'ku	格	281	kanjidic:U683C
kanji	kyo	去	440	kanjidic:U53BB
kanji	kyo	挙	257	kanjidic:U6319
kanji	kyo'ku	局	286	kanjidic:U5C40
kanji	kyo'ku	極	460	kanjidic:U6975
kanji	kyo'u	京	74	kanjidic:U4EAC
kanji	kyo'u	供	313	kanjidic:U4F9B
kanji	kyo'u	共	174	kanjidic:U5171
kanji	kyo'u	協	121	kanjidic:U5354
kanji	kyo'u	境	346	kanjidic:U5883
kanji	kyo'u	強	112	kanjidic:U5F37
kanji	kyo'u	教	166	kanjidic:U6559
kanji	kyo'u	校	294	kanjidic:U6821
kanji	kyo'u	況	490	kanjidic:U6CC1
kanji	kyo'u	経	79	kanjidic:U7D4C
kanji	kyo'u	続	141	kanjidic:U7D9A
kanji	kyu'u	九	55	kanjidic:U4E5D
kanji	kyu'u	宮	367	kanjidic:U5BAE
kanji	kyu'u	急	309	kanjidic:U6025
kanji	kyu'u	求	220	kanjidic:U6C42
kanji	kyu'u	球	302	kanjidic:U7403
kanji	kyu'u	究	368	kanjidic:U7A76
kanji	ma	真	279	kanjidic:U771F
kanji	ma	間	33	kanjidic:U9593
kanji	ma'chi	町	292	kanjidic:U753A
kanji	ma'do	円	69	kanjidic:U5186
kanji	ma'e	前	27	kanjidic:U524D
kanji	ma'i	毎	436	kanjidic:U6BCE
kanji	ma'i	米	61	kanjidic:U7C73
kanji	ma'ji'wa'ru	参	201	kanjidic:U53C2
kanji	ma'ko'to	実	68	kanjidic:U5B9F
kanji	ma'ko'to	真	279	kanjidic:U771F
kanji	ma'n	万	375	kanjidic:U4E07
kanji	ma'n	政	17	kanjidic:U653F
kanji	ma'ru	円	69	kanjidic:U5186
kanji	ma'sa	正	143	kanjidic:U6B63
kanji	ma'sa'ni	応	266	kanjidic:U5FDC
kanji	ma'ta	復	438	kanjidic:U5FA9
kanji	ma'to	的	105	kanjidic:U7684
kanji	ma'tsu	末	456	kanjidic:U672B
kanji	ma'tsu	松	471	kanjidic:U677E
kanji	ma'tsu'ri'go'to	政	17	kanjidic:U653F
kanji	me	女	151	kanjidic:U5973
kanji	me	目	76	kanjidic:U76EE
kanji	me'e'to'ru	米	61	kanjidic:U7C73
kanji	me'i	名	177	kanjidic:U540D
kanji	me'i	命	465	kanjidic:U547D
kanji	me'i	明	67	kanjidic:U660E
kanji	me'n	面	186	kanjidic:U9762
kanji	mi	三	14	kanjidic:U4E09
kanji	mi	味	442	kanjidic:U5473
kanji	mi	実	68	kanjidic:U5B9F
kanji	mi	美	462	kanjidic:U7F8E
kanji	mi	身	320	kanjidic:U8EAB
kanji	mi'chi	道	207	kanjidic:U9053
kanji	mi'ki	幹	364	kanjidic:U5E79
kanji	mi'n	明	67	kanjidic:U660E
kanji	mi'n	民	28	kanjidic:U6C11
kanji	mi'na'mi	南	341	kanjidic:U5357
kanji	mi'na'to	港	495	kanjidic:U6E2F
kanji	mi'no	実	68	kanjidic:U5B9F
kanji	mi'se	店	378	kanjidic:U5E97
kanji	mi'tsu	参	201	kanjidic:U53C2
kanji	mi'ya	宮	367	kanjidic:U5BAE
kanji	mi'ya'ko	京	74	kanjidic:U4EAC
kanji	mi'ya'ko	都	123	kanjidic:U90FD
kanji	mi'zu	水	223	kanjidic:U6C34
kanji	mi'zu'mo'ri	準	425	kanjidic:U6E96
kanji	mo'chi	望	470	kanjidic:U671B
kanji	mo'ku	木	317	kanjidic:U6728
kanji	mo'ku	目	76	kanjidic:U76EE
kanji	mo'mo	百	163	kanjidic:U767E
kanji	mo'n	問	64	kanjidic:U554F
kanji	mo'n	文	190	kanjidic:U6587
kanji	mo'n	聞	319	kanjidic:U805E
kanji	mo'n	門	452	kanjidic:U9580
kanji	mo'no	物	215	kanjidic:U7269
kanji	mo'no	者	38	kanjidic:U8005
kanji	mo'ri	守	457	kanjidic:U5B88
kanji	mo'to	下	97	kanjidic:U4E0B
kanji	mo'to	元	192	kanjidic:U5143
kanji	mo'to	基	241	kanjidic:U57FA
kanji	mo'to	本	10	kanjidic:U672C
kanji	mo'to	質	389	kanjidic:U8CEA
kanji	mo'to'i	基	241	kanjidic:U57FA
kanji	mo'tsu	物	215	kanjidic:U7269
kanji	mo'u	望	470	kanjidic:U671B
kanji	mu	六	93	kanjidic:U516D
kanji	mu	務	111	kanjidic:U52D9
kanji	mu	武	387	kanjidic:U6B66
kanji	mu	無	274	kanjidic:U7121
kanji	mu'i	六	93	kanjidic:U516D
kanji	mu'ko	向	182	kanjidic:U5411
kanji	mu'ra	党	39	kanjidic:U515A
kanji	mu'ra	村	253	kanjidic:U6751
kanji	mu'shi'ro	席	370	kanjidic:U5E2D
kanji	myo'u	名	177	kanjidic:U540D
kanji	myo'u	命	465	kanjidic:U547D
kanji	myo'u	明	67	kanjidic:U660E
kanji	na	南	341	kanjidic:U5357
kanji	na	名	177	kanjidic:U540D
kanji	na'i	内	44	kanjidic:U5185
kanji	na'ka	中	11	kanjidic:U4E2D
kanji	na'ka'ma	党	39	kanjidic:U515A
kanji	na'ma	生	29	kanjidic:U751F
kanji	na'n	何	340	kanjidic:U4F55
kanji	na'n	南	341	kanjidic:U5357
kanji	na'n	男	240	kanjidic:U7537
kanji	na'n	難	330	kanjidic:U96E3
kanji	na'na	七	115	kanjidic:U4E03
kanji	na'ni	何	340	kanjidic:U4F55
kanji	na'no	七	115	kanjidic:U4E03
kanji	na'ri	形	418	kanjidic:U5F62
kanji	ne	子	72	kanjidic:U5B50
kanji	ne	音	491	kanjidic:U97F3
kanji	ne'gi'ra	労	398	kanjidic:U52B4
kanji	ne'n	年	6	kanjidic:U5E74
kanji	ne'n	念	390	kanjidic:U5FF5
kanji	ne'n	然	401	kanjidic:U7136
kanji	ni	二	9	kanjidic:U4E8C
kanji	ni'chi	日	1	kanjidic:U65E5
kanji	ni'n	人	5	kanjidic:U4EBA
kanji	ni'n	任	217	kanjidic:U4EFB
kanji	ni'n	認	198	kanjidic:U8A8D
kanji	ni'shi	西	259	kanjidic:U897F
kanji	no	野	120	kanjidic:U91CE
kanji	no'chi	後	26	kanjidic:U5F8C
kanji	no'ri	法	100	kanjidic:U6CD5
kanji	no'ri	準	425	kanjidic:U6E96
kanji	no'ri	経	79	kanjidic:U7D4C
kanji	no'u	能	273	kanjidic:U80FD
kanji	no'u	脳	459	kanjidic:U8133
kanji	no'u	農	385	kanjidic:U8FB2
kanji	no'u'zu'ru	脳	459	kanjidic:U8133
kanji	nu'shi	主	95	kanjidic:U4E3B
kanji	nya	若	458	kanjidic:U82E5
kanji	nya'ku	若	458	kanjidic:U82E5
kanji	nyo	女	151	kanjidic:U5973
kanji	nyo'u	女	151	kanjidic:U5973
kanji	nyu'u	入	56	kanjidic:U5165
kanji	o	和	124	kanjidic:U548C
kanji	o	男	240	kanjidic:U7537
kanji	o'ka	岡	463	kanjidic:U5CA1
kanji	o'mo	主	95	kanjidic:U4E3B
kanji	o'mo	重	193	kanjidic:U91CD
kanji	o'mo	面	186	kanjidic:U9762
kanji	o'mo'mu'ki	況	490	kanjidic:U6CC1
kanji	o'mo'ri	権	156	kanjidic:U6A29
kanji	o'mo'te	表	77	kanjidic:U8868
kanji	o'mo'te	面	186	kanjidic:U9762
kanji	o'n	音	491	kanjidic:U97F3
kanji	o'n'na	女	151	kanjidic:U5973
kanji	o'no'o'no	各	243	kanjidic:U5404
kanji	o'o'ya'ke	公	118	kanjidic:U516C
kanji	o'sa	長	12	kanjidic:U9577
kanji	o'to	音	491	kanjidic:U97F3
kanji	o'to'ko	男	240	kanjidic:U7537
kanji	o'tto	夫	335	kanjidic:U592B
kanji	o'u	区	137	kanjidic:U533A
kanji	o'u	応	266	kanjidic:U5FDC
kanji	o'u	横	480	kanjidic:U6A2A
kanji	o'u	欧	421	kanjidic:U6B27
kanji	o'ya	親	406	kanjidic:U89AA
kanji	ra'i	来	102	kanjidic:U6765
kanji	ra'ku	楽	373	kanjidic:U697D
kanji	ra'ku	落	420	kanjidic:U843D
kanji	re'i	例	399	kanjidic:U4F8B
kanji	re'n	連	30	kanjidic:U9023
kanji	ri	利	203	kanjidic:U5229
kanji	ri	理	86	kanjidic:U7406
kanji	ri'i	力	62	kanjidic:U529B
kanji	ri'ki	力	62	kanjidic:U529B
kanji	ri'ku	六	93	kanjidic:U516D
kanji	ri'tsu	率	383	kanjidic:U7387
kanji	ri'tsu	立	58	kanjidic:U7ACB
kanji	ri'tto'ru	立	58	kanjidic:U7ACB
kanji	ro'ku	六	93	kanjidic:U516D
kanji	ro'n	論	227	kanjidic:U8AD6
kanji	ro'u	労	398	kanjidic:U52B4
kanji	ru	流	280	kanjidic:U6D41
kanji	ryo'ku	力	62	kanjidic:U529B
kanji	ryo'u	両	247	kanjidic:U4E21
kanji	ryo'u	料	295	kanjidic:U6599
kanji	ryo'u	量	469	kanjidic:U91CF
kanji	ryo'u	領	138	kanjidic:U9818
kanji	ryu'u	流	280	kanjidic:U6D41
kanji	ryu'u	立	58	kanjidic:U7ACB
kanji	sa	佐	474	kanjidic:U4F50
kanji	sa	作	103	kanjidic:U4F5C
kanji	sa	再	275	kanjidic:U518D
kanji	sa	差	449	kanjidic:U5DEE
kanji	sa	早	402	kanjidic:U65E9
kanji	sa	査	184	kanjidic:U67FB
kanji	sa	然	401	kanjidic:U7136
kanji	sa'ga	性	104	kanjidic:U6027
kanji	sa'i	再	275	kanjidic:U518D
kanji	sa'i	切	324	kanjidic:U5207
kanji	sa'i	最	82	kanjidic:U6700
kanji	sa'i	歳	269	kanjidic:U6B73
kanji	sa'i	済	168	kanjidic:U6E08
kanji	sa'i	裁	297	kanjidic:U88C1
kanji	sa'i	西	259	kanjidic:U897F
kanji	sa'i	財	494	kanjidic:U8CA1
kanji	sa'i	際	183	kanjidic:U969B
kanji	sa'ka'i	境	346	kanjidic:U5883
kanji	sa'ki	先	173	kanjidic:U5148
kanji	sa'ku	作	103	kanjidic:U4F5C
kanji	sa'ku	数	148	kanjidic:U6570
kanji	sa'ku	昨	226	kanjidic:U6628
kanji	sa'ku	策	209	kanjidic:U7B56
kanji	sa'ma	様	493	kanjidic:U69D8
kanji	sa'n	三	14	kanjidic:U4E09
kanji	sa'n	参	201	kanjidic:U53C2
kanji	sa'n	山	131	kanjidic:U5C71
kanji	sa'n	様	493	kanjidic:U69D8
kanji	sa'n	残	380	kanjidic:U6B8B
kanji	sa'n	産	161	kanjidic:U7523
kanji	sa'n	算	361	kanjidic:U7B97
kanji	sa'ru	申	492	kanjidic:U7533
kanji	sa'tsu	察	477	kanjidic:U5BDF
kanji	sa'wa	沢	296	kanjidic:U6CA2
kanji	se	世	135	kanjidic:U4E16
kanji	se	施	323	kanjidic:U65BD
kanji	se'i	世	135	kanjidic:U4E16
kanji	se'i	井	339	kanjidic:U4E95
kanji	se'i	制	108	kanjidic:U5236
kanji	se'i	勢	260	kanjidic:U52E2
kanji	se'i	声	388	kanjidic:U58F0
kanji	se'i	性	104	kanjidic:U6027
kanji	se'i	情	235	kanjidic:U60C5
kanji	se'i	成	116	kanjidic:U6210
kanji	se'i	政	17	kanjidic:U653F
kanji	se'i	整	478	kanjidic:U6574
kanji	se'i	正	143	kanjidic:U6B63
kanji	se'i	歳	269	kanjidic:U6B73
kanji	se'i	済	168	kanjidic:U6E08
kanji	se'i	生	29	kanjidic:U751F
kanji	se'i	製	488	kanjidic:U88FD
kanji	se'i	西	259	kanjidic:U897F
kanji	se'ki	席	370	kanjidic:U5E2D
kanji	se'ki	石	342	kanjidic:U77F3
kanji	se'ki	関	70	kanjidic:U95A2
kanji	se'n	先	173	kanjidic:U5148
kanji	se'n	千	195	kanjidic:U5343
kanji	se'n	山	131	kanjidic:U5C71
kanji	se'n	川	181	kanjidic:U5DDD
kanji	se'n	戦	78	kanjidic:U6226
kanji	se'n	線	382	kanjidic:U7DDA
kanji	se'n	選	57	kanjidic:U9078
kanji	se'n	鮮	355	kanjidic:U9BAE
kanji	se'tsu	切	324	kanjidic:U5207
kanji	se'tsu	設	145	kanjidic:U8A2D
kanji	se'tsu	説	326	kanjidic:U8AAC
kanji	sha	予	180	kanjidic:U4E88
kanji	sha	写	453	kanjidic:U5199
kanji	sha	社	21	kanjidic:U793E
kanji	sha	者	38	kanjidic:U8005
kanji	sha	車	333	kanjidic:U8ECA
kanji	sha'ku	石	342	kanjidic:U77F3
kanji	sha'n	上	35	kanjidic:U4E0A
kanji	shi	仕	439	kanjidic:U4ED5
kanji	shi	使	219	kanjidic:U4F7F
kanji	shi	四	47	kanjidic:U56DB
kanji	shi	始	244	kanjidic:U59CB
kanji	shi	姿	441	kanjidic:U59FF
kanji	shi	子	72	kanjidic:U5B50
kanji	shi	市	42	kanjidic:U5E02
kanji	shi	思	132	kanjidic:U601D
kanji	shi	指	155	kanjidic:U6307
kanji	shi	支	159	kanjidic:U652F
kanji	shi	施	323	kanjidic:U65BD
kanji	shi	次	222	kanjidic:U6B21
kanji	shi	止	310	kanjidic:U6B62
kanji	shi	死	229	kanjidic:U6B7B
kanji	shi	氏	84	kanjidic:U6C0F
kanji	shi	示	237	kanjidic:U793A
kanji	shi	私	242	kanjidic:U79C1
kanji	shi	自	19	kanjidic:U81EA
kanji	shi	視	362	kanjidic:U8996
kanji	shi	試	392	kanjidic:U8A66
kanji	shi	資	179	kanjidic:U8CC7
kanji	shi'ba'shi'ba	数	148	kanjidic:U6570
kanji	shi'chi	七	115	kanjidic:U4E03
kanji	shi'chi	質	389	kanjidic:U8CEA
kanji	shi'ka	然	401	kanjidic:U7136
kanji	shi'ki	式	251	kanjidic:U5F0F
kanji	shi'ki	識	496	kanjidic:U8B58
kanji	shi'ma	島	245	kanjidic:U5CF6
kanji	shi'mo	下	97	kanjidic:U4E0B
kanji	shi'n	信	208	kanjidic:U4FE1
kanji	shi'n	参	201	kanjidic:U53C2
kanji	shi'n	審	412	kanjidic:U5BE9
kanji	shi'n	心	157	kanjidic:U5FC3
kanji	shi'n	新	51	kanjidic:U65B0
kanji	shi'n	深	484	kanjidic:U6DF1
kanji	shi'n	申	492	kanjidic:U7533
kanji	shi'n	真	279	kanjidic:U771F
kanji	shi'n	神	347	kanjidic:U795E
kanji	shi'n	親	406	kanjidic:U89AA
kanji	shi'n	身	320	kanjidic:U8EAB
kanji	shi'n	進	142	kanjidic:U9032
kanji	shi'na	品	225	kanjidic:U54C1
kanji	shi'ro	代	66	kanjidic:U4EE3
kanji	shi'ro	白	483	kanjidic:U767D
kanji	shi'ro'ga'ne	銀	395	kanjidic:U9280
kanji	shi'ru'shi	験	410	kanjidic:U9A13
kanji	shi'ta	下	97	kanjidic:U4E0B
kanji	shi'tsu	失	447	kanjidic:U5931
kanji	shi'tsu	実	68	kanjidic:U5B9F
kanji	shi'tsu	質	389	kanjidic:U8CEA
kanji	sho	初	152	kanjidic:U521D
kanji	sho	所	221	kanjidic:U6240
kanji	sho	書	169	kanjidic:U66F8
kanji	sho	野	120	kanjidic:U91CE
kanji	sho'ku	続	141	kanjidic:U7D9A
kanji	sho'ku	職	305	kanjidic:U8077
kanji	sho'ku	食	328	kanjidic:U98DF
kanji	sho'u	上	35	kanjidic:U4E0A
kanji	sho'u	乗	377	kanjidic:U4E57
kanji	sho'u	井	339	kanjidic:U4E95
kanji	sho'u	勝	185	kanjidic:U52DD
kanji	sho'u	商	413	kanjidic:U5546
kanji	sho'u	声	388	kanjidic:U58F0
kanji	sho'u	小	114	kanjidic:U5C0F
kanji	sho'u	少	287	kanjidic:U5C11
kanji	sho'u	性	104	kanjidic:U6027
kanji	sho'u	政	17	kanjidic:U653F
kanji	sho'u	松	471	kanjidic:U677E
kanji	sho'u	様	493	kanjidic:U69D8
kanji	sho'u	正	143	kanjidic:U6B63
kanji	sho'u	消	345	kanjidic:U6D88
kanji	sho'u	渉	499	kanjidic:U6E09
kanji	sho'u	生	29	kanjidic:U751F
kanji	sho'u	相	45	kanjidic:U76F8
kanji	sho'u	証	306	kanjidic:U8A3C
kanji	sho'u	象	394	kanjidic:U8C61
kanji	sho'u	賞	426	kanjidic:U8CDE
kanji	shu	主	95	kanjidic:U4E3B
kanji	shu	取	122	kanjidic:U53D6
kanji	shu	守	457	kanjidic:U5B88
kanji	shu	手	60	kanjidic:U624B
kanji	shu	数	148	kanjidic:U6570
kanji	shu	最	82	kanjidic:U6700
kanji	shu	株	432	kanjidic:U682A
kanji	shu	種	461	kanjidic:U7A2E
kanji	shu	衆	450	kanjidic:U8846
kanji	shu	輸	371	kanjidic:U8F38
kanji	shu	首	98	kanjidic:U9996
kanji	shu'tsu	出	13	kanjidic:U51FA
kanji	shu'tsu	率	383	kanjidic:U7387
kanji	shu'u	主	95	kanjidic:U4E3B
kanji	shu'u	収	337	kanjidic:U53CE
kanji	shu'u	州	386	kanjidic:U5DDE
kanji	shu'u	終	256	kanjidic:U7D42
kanji	shu'u	衆	450	kanjidic:U8846
kanji	shu'u	集	210	kanjidic:U96C6
kanji	so	十	8	kanjidic:U5341
kanji	so	想	381	kanjidic:U60F3
kanji	so	組	204	kanjidic:U7D44
kanji	so	訴	427	kanjidic:U8A34
kanji	so'ba	側	216	kanjidic:U5074
kanji	so'ku	側	216	kanjidic:U5074
kanji	so'ku	数	148	kanjidic:U6570
kanji	so'ku	職	305	kanjidic:U8077
kanji	so'ku	足	343	kanjidic:U8DB3
kanji	so'n	村	253	kanjidic:U6751
kanji	so'ra	空	304	kanjidic:U7A7A
kanji	so're	夫	335	kanjidic:U592B
kanji	so'ro	算	361	kanjidic:U7B97
kanji	so'to	外	81	kanjidic:U5916
kanji	so'tsu	率	383	kanjidic:U7387
kanji	so'u	世	135	kanjidic:U4E16
kanji	so'u	争	271	kanjidic:U4E89
kanji	so'u	想	381	kanjidic:U60F3
kanji	so'u	早	402	kanjidic:U65E9
kanji	so'u	相	45	kanjidic:U76F8
kanji	so'u	総	129	kanjidic:U7DCF
kanji	so'u	蔵	468	kanjidic:U8535
kanji	so'u	送	311	kanjidic:U9001
kanji	su	主	95	kanjidic:U4E3B
kanji	su	子	72	kanjidic:U5B50
kanji	su	守	457	kanjidic:U5B88
kanji	su	州	386	kanjidic:U5DDE
kanji	su	数	148	kanjidic:U6570
kanji	su	西	259	kanjidic:U897F
kanji	su'be	術	350	kanjidic:U8853
kanji	su'e	末	456	kanjidic:U672B
kanji	su'ga'ta	姿	441	kanjidic:U59FF
kanji	su'i	出	13	kanjidic:U51FA
kanji	su'i	水	223	kanjidic:U6C34
kanji	su'ji	条	363	kanjidic:U6761
kanji	su'ji	線	382	kanjidic:U7DDA
kanji	su'ke	助	397	kanjidic:U52A9
kanji	su'u	数	148	kanjidic:U6570
kanji	ta	多	139	kanjidic:U591A
kanji	ta	田	90	kanjidic:U7530
kanji	ta'bi	度	110	kanjidic:U5EA6
kanji	ta'chi	質	389	kanjidic:U8CEA
kanji	ta'i	代	66	kanjidic:U4EE3
kanji	ta'i	体	88	kanjidic:U4F53
kanji	ta'i	台	262	kanjidic:U53F0
kanji	ta'i	大	7	kanjidic:U5927
kanji	ta'i	対	34	kanjidic:U5BFE
kanji	ta'i	待	391	kanjidic:U5F85
kanji	ta'i	態	353	kanjidic:U614B
kanji	ta'i	来	102	kanjidic:U6765
kanji	ta'i	退	424	kanjidic:U9000
kanji	ta'ka	高	65	kanjidic:U9AD8
kanji	ta'ka'ra	財	494	kanjidic:U8CA1
kanji	ta'ke	武	387	kanjidic:U6B66
kanji	ta'ku	宅	357	kanjidic:U5B85
kanji	ta'ku	度	110	kanjidic:U5EA6
kanji	ta'ku	沢	296	kanjidic:U6CA2
kanji	ta'ma	球	302	kanjidic:U7403
kanji	ta'me'shi	験	410	kanjidic:U9A13
kanji	ta'mi	民	28	kanjidic:U6C11
kanji	ta'n	反	191	kanjidic:U53CD
kanji	ta'n	担	422	kanjidic:U62C5
kanji	ta'n	段	479	kanjidic:U6BB5
kanji	ta'na	店	378	kanjidic:U5E97
kanji	ta'ne	種	461	kanjidic:U7A2E
kanji	ta'te'i'to	経	79	kanjidic:U7D4C
kanji	ta'tsu	達	500	kanjidic:U9054
kanji	te	手	60	kanjidic:U624B
kanji	te'i	低	435	kanjidic:U4F4E
kanji	te'i	体	88	kanjidic:U4F53
kanji	te'i	定	48	kanjidic:U5B9A
kanji	te'i	提	254	kanjidic:U63D0
kanji	te'i	第	160	kanjidic:U7B2C
kanji	te'ki	的	105	kanjidic:U7684
kanji	te'n	伝	416	kanjidic:U4F1D
kanji	te'n	展	352	kanjidic:U5C55
kanji	te'n	店	378	kanjidic:U5E97
kanji	te'n	点	165	kanjidic:U70B9
kanji	te'n	転	327	kanjidic:U8EE2
kanji	te'ru	両	247	kanjidic:U4E21
kanji	to	十	8	kanjidic:U5341
kanji	to	土	307	kanjidic:U571F
kanji	to	度	110	kanjidic:U5EA6
kanji	to	渡	446	kanjidic:U6E21
kanji	to	都	123	kanjidic:U90FD
kanji	to	門	452	kanjidic:U9580
kanji	to	頭	433	kanjidic:U982D
kanji	to'ki	時	16	kanjidic:U6642
kanji	to'ko	所	221	kanjidic:U6240
kanji	to'ko'ro	所	221	kanjidic:U6240
kanji	to'ku	得	175	kanjidic:U5F97
kanji	to'ku	特	234	kanjidic:U7279
kanji	to'ku	独	365	kanjidic:U72EC
kanji	to'mo	供	313	kanjidic:U4F9B
kanji	to'mo	共	174	kanjidic:U5171
kanji	to'mo'ni	与	308	kanjidic:U4E0E
kanji	to'n	問	64	kanjidic:U554F
kanji	to'n	団	213	kanjidic:U56E3
kanji	to'o	十	8	kanjidic:U5341
kanji	to'ri	取	122	kanjidic:U53D6
kanji	to'se	歳	269	kanjidic:U6B73
kanji	to'shi	年	6	kanjidic:U5E74
kanji	to'shi	歳	269	kanjidic:U6B73
kanji	to'u	党	39	kanjidic:U515A
kanji	to'u	島	245	kanjidic:U5CF6
kanji	to'u	当	91	kanjidic:U5F53
kanji	to'u	投	236	kanjidic:U6295
kanji	to'u	東	37	kanjidic:U6771
kanji	to'u	答	486	kanjidic:U7B54
kanji	to'u	統	125	kanjidic:U7D71
kanji	to'u	藤	291	kanjidic:U85E4
kanji	to'u	道	207	kanjidic:U9053
kanji	to'u	頭	433	kanjidic:U982D
kanji	tsu	子	72	kanjidic:U5B50
kanji	tsu	通	80	kanjidic:U901A
kanji	tsu	都	123	kanjidic:U90FD
kanji	tsu'bo'ne	局	286	kanjidic:U5C40
kanji	tsu'chi	土	307	kanjidic:U571F
kanji	tsu'gi	次	222	kanjidic:U6B21
kanji	tsu'i	対	34	kanjidic:U5BFE
kanji	tsu'i	終	256	kanjidic:U7D42
kanji	tsu'i	追	411	kanjidic:U8FFD
kanji	tsu'ka'sa	台	262	kanjidic:U53F0
kanji	tsu'ki	月	23	kanjidic:U6708
kanji	tsu'ku'e	案	206	kanjidic:U6848
kanji	tsu'ma	最	82	kanjidic:U6700
kanji	tsu'ne	常	293	kanjidic:U5E38
kanji	tsu'ra	面	186	kanjidic:U9762
kanji	tsu'te	伝	416	kanjidic:U4F1D
kanji	tsu'u	通	80	kanjidic:U901A
kanji	tsu'ya	沢	296	kanjidic:U6CA2
kanji	u	優	334	kanjidic:U512A
kanji	u	有	282	kanjidic:U6709
kanji	u'chi	中	11	kanjidic:U4E2D
kanji	u'chi	内	44	kanjidic:U5185
kanji	u'chi	家	133	kanjidic:U5BB6
kanji	u'e	上	35	kanjidic:U4E0A
kanji	u'ji	氏	84	kanjidic:U6C0F
kanji	u'ma	午	154	kanjidic:U5348
kanji	u'ma're	生	29	kanjidic:U751F
kanji	u'mi	海	200	kanjidic:U6D77
kanji	u'n	運	255	kanjidic:U904B
kanji	u'ra	末	456	kanjidic:U672B
kanji	u're	末	456	kanjidic:U672B
kanji	u'shi'ro	後	26	kanjidic:U5F8C
kanji	u'ta'ta	転	327	kanjidic:U8EE2
kanji	u'te'na	台	262	kanjidic:U53F0
kanji	u'tsu'tsu	現	85	kanjidic:U73FE
kanji	wa	和	124	kanjidic:U548C
kanji	wa	環	409	kanjidic:U74B0
kanji	wa	話	134	kanjidic:U8A71
kanji	wa're	台	262	kanjidic:U53F0
kanji	wa'ri	割	318	kanjidic:U5272
kanji	wa'ri'fu	質	389	kanjidic:U8CEA
kanji	wa'ta'ku'shi	私	242	kanjidic:U79C1
kanji	wa'ta'shi	済	168	kanjidic:U6E08
kanji	wa'ta'shi	私	242	kanjidic:U79C1
kanji	wa'za	技	434	kanjidic:U6280
kanji	wa'za	業	43	kanjidic:U696D
kanji	ya	八	92	kanjidic:U516B
kanji	ya	夜	487	kanjidic:U591C
kanji	ya	家	133	kanjidic:U5BB6
kanji	ya	野	120	kanjidic:U91CE
kanji	ya'ku	役	315	kanjidic:U5F79
kanji	ya'ku	約	94	kanjidic:U7D04
kanji	ya'ma	山	131	kanjidic:U5C71
kanji	ya'ma'i	病	384	kanjidic:U75C5
kanji	ya'shi'ro	社	21	kanjidic:U793E
kanji	ya'su	安	144	kanjidic:U5B89
kanji	yo	与	308	kanjidic:U4E0E
kanji	yo	世	135	kanjidic:U4E16
kanji	yo	予	180	kanjidic:U4E88
kanji	yo	代	66	kanjidic:U4EE3
kanji	yo	四	47	kanjidic:U56DB
kanji	yo	夜	487	kanjidic:U591C
kanji	yo'ko	横	480	kanjidic:U6A2A
kanji	yo'n	四	47	kanjidic:U56DB
kanji	yo'ne	米	61	kanjidic:U7C73
kanji	yo'ro'zu	万	375	kanjidic:U4E07
kanji	yo'ru	夜	487	kanjidic:U591C
kanji	yo'shi	由	325	kanjidic:U7531
kanji	yo'u	八	92	kanjidic:U516B
kanji	yo'u	容	264	kanjidic:U5BB9
kanji	yo'u	応	266	kanjidic:U5FDC
kanji	yo'u	様	493	kanjidic:U69D8
kanji	yo'u	用	107	kanjidic:U7528
kanji	yo'u	葉	414	kanjidic:U8449
kanji	yo'u	要	106	kanjidic:U8981
kanji	yo'wa'i	歳	269	kanjidic:U6B73
kanji	yu	由	325	kanjidic:U7531
kanji	yu	輸	371	kanjidic:U8F38
kanji	yu'bi	指	155	kanjidic:U6307
kanji	yu'i	由	325	kanjidic:U7531
kanji	yu'u	優	334	kanjidic:U512A
kanji	yu'u	有	282	kanjidic:U6709
kanji	yu'u	由	325	kanjidic:U7531
kanji	yu'u	融	481	kanjidic:U878D
kanji	za'i	在	211	kanjidic:U5728
kanji	za'i	財	494	kanjidic:U8CA1
kanji	za'n	残	380	kanjidic:U6B8B
kanji	ze'i	勢	260	kanjidic:U52E2
kanji	ze'i	税	289	kanjidic:U7A0E
kanji	ze'i	説	326	kanjidic:U8AAC
kanji	ze'n	全	75	kanjidic:U5168
kanji	ze'n	前	27	kanjidic:U524D
kanji	ze'n	然	401	kanjidic:U7136
kanji	zo'ku	族	393	kanjidic:U65CF
kanji	zo'ku	続	141	kanjidic:U7D9A
kanji	zo'ku	財	494	kanjidic:U8CA1
kanji	zo'u	三	14	kanjidic:U4E09
kanji	zo'u	増	231	kanjidic:U5897
kanji	zo'u	蔵	468	kanjidic:U8535
kanji	zo'u	象	394	kanjidic:U8C61
kanji	zo'u	造	429	kanjidic:U9020
kanji	zu	事	18	kanjidic:U4E8B
kanji	zu	手	60	kanjidic:U624B
kanji	zu	頭	433	kanjidic:U982D
katakana	a	ア	0	wanakana:5.3.1
katakana	ba	バ	0	wanakana:5.3.1
