# pack	reading	output	source	category
poj	chhoah-peng	chhoah-peng	itaigi:1126	short_vocabulary
poj	chhoah-peng	chhoah-peng	itaigi:6086	short_vocabulary
poj	chhoah-peng	chhoah-peng	taihoa:11377	extended_vocabulary
poj	chhoah-peng	chhoah-peng	taihoa:11378	extended_vocabulary
poj	chhoah-phinn-chhau	chhoah-phīⁿ-chháu	taihoa:11379	extended_vocabulary
poj	chhoah-phinn7-chhau2	chhoah-phīⁿ-chháu	taihoa:11379	extended_vocabulary
poj	chhoah-sai	chhoah-sái	itaigi:3222	short_vocabulary
poj	chhoah-sai	chhoah-sái	itaigi:9008	short_vocabulary
poj	chhoah-sai	chhoah-sái	taihoa:11380	extended_vocabulary
poj	chhoah-sai chhenn	chhoah-sái chheⁿ	itaigi:7750	short_vocabulary
poj	chhoah-sai chhinn	chhoah-sái chhiⁿ	itaigi:7750	short_vocabulary
poj	chhoah-sai-chhenn	chhoah-sái-chheⁿ	taihoa:11381	extended_vocabulary
poj	chhoah-sai-chhinn	chhoah-sái-chhiⁿ	taihoa:11381	extended_vocabulary
poj	chhoah-sai-chui	chhoah-sái-chúi	itaigi:9009	short_vocabulary
poj	chhoah-sai-chui	chhoah-sái-chúi	taihoa:11382	extended_vocabulary
poj	chhoah-sai-chui	chhoah-sái-chúi	taihoa:11383	extended_vocabulary
poj	chhoah-sai2	chhoah-sái	itaigi:3222	short_vocabulary
poj	chhoah-sai2	chhoah-sái	itaigi:9008	short_vocabulary
poj	chhoah-sai2	chhoah-sái	taihoa:11380	extended_vocabulary
poj	chhoah-sai2 chhenn	chhoah-sái chheⁿ	itaigi:7750	short_vocabulary
poj	chhoah-sai2 chhinn	chhoah-sái chhiⁿ	itaigi:7750	short_vocabulary
poj	chhoah-sai2-chhenn	chhoah-sái-chheⁿ	taihoa:11381	extended_vocabulary
poj	chhoah-sai2-chhinn	chhoah-sái-chhiⁿ	taihoa:11381	extended_vocabulary
poj	chhoah-sai2-chui2	chhoah-sái-chúi	itaigi:9009	short_vocabulary
poj	chhoah-sai2-chui2	chhoah-sái-chúi	taihoa:11382	extended_vocabulary
poj	chhoah-sai2-chui2	chhoah-sái-chúi	taihoa:11383	extended_vocabulary
poj	chhoah-sim	chhoah-sim	taihoa:11384	extended_vocabulary
poj	chhoah-soann	chhoa̍h-sòaⁿ	itaigi:15887	short_vocabulary
poj	chhoah-tng	chhoah-tn̄g	taihoa:11385	extended_vocabulary
poj	chhoah-tng7	chhoah-tn̄g	taihoa:11385	extended_vocabulary
poj	chhoah-tui-bin	chhoa̍h-tùi-bīn	itaigi:4264	short_vocabulary
poj	chhoah-tuinn nau-kin	chhoah-tūiⁿ náu-kin	itaigi:11986	short_vocabulary
poj	chhoah-tuinn7 nau2-kin	chhoah-tūiⁿ náu-kin	itaigi:11986	short_vocabulary
poj	chhoah8	chhoa̍h	taihoa:11361	extended_vocabulary
poj	chhoah8-bak8	chhoa̍h-ba̍k	taihoa:11362	extended_vocabulary
poj	chhoah8-kak	chhoa̍h-kak	taihoa:11363	extended_vocabulary
poj	chhoah8-kak	chhoa̍h-kak	taihoa:11364	extended_vocabulary
poj	chhoah8-kak	chhoa̍h-kak	taihoa:11365	extended_vocabulary
poj	chhoah8-kak-choa7	chhoa̍h-kak-chōa	taihoa:11366	extended_vocabulary
poj	chhoah8-kak-soann3	chhoa̍h-kak-sòaⁿ	itaigi:15886	short_vocabulary
poj	chhoah8-loo7	chhoa̍h-lō͘	taihoa:11367	extended_vocabulary
poj	chhoah8-soann3	chhoa̍h-sòaⁿ	itaigi:15887	short_vocabulary
poj	chhoah8-tui3-bin7	chhoa̍h-tùi-bīn	itaigi:4264	short_vocabulary
poj	chhoaih-kong	chhoaih-kóng	itaigi:6545	short_vocabulary
poj	chhoaih-kong2	chhoaih-kóng	itaigi:6545	short_vocabulary
poj	chhoan	chhoan	taihoa:11386	extended_vocabulary
poj	chhoan	chhoan	taiwanese-basic:563	everyday_vocabulary
poj	chhoan	chhoàn	taihoa:11397	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11398	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11399	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11400	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11401	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11403	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11404	extended_vocabulary
poj	chhoan	chhoàn	taihoa:11405	extended_vocabulary
poj	chhoan	chhoán	taihoa:11387	extended_vocabulary
poj	chhoan	chhoán	taiwanese-basic:840	everyday_vocabulary
poj	chhoan	chhoân	itaigi:13314	short_vocabulary
poj	chhoan	chhoân	taihoa:11429	extended_vocabulary
poj	chhoan	chhoân	taihoa:11430	extended_vocabulary
poj	chhoan	chhoân	taiwanese-basic:839	everyday_vocabulary
poj	chhoan kong	chhoàn kóng	itaigi:17757	short_vocabulary
poj	chhoan pan-kong-chhu	Chhoan Pān-kong-chhù	taiwanese-basic:564	everyday_vocabulary
poj	chhoan pan7-kong-chhu3	Chhoan Pān-kong-chhù	taiwanese-basic:564	everyday_vocabulary
poj	chhoan pian-pian	chhoân piān-piān	itaigi:14210	short_vocabulary
poj	chhoan pian-pian	chhoân piān-piān	itaigi:14211	short_vocabulary
poj	chhoan tiunn	Chhoan Tiúⁿ	taiwanese-basic:565	everyday_vocabulary
poj	chhoan tiunn2	Chhoan Tiúⁿ	taiwanese-basic:565	everyday_vocabulary
poj	chhoan-a	chhoàn-á	taihoa:11407	extended_vocabulary
poj	chhoan-a-kau	chhoan-á-kau	itaigi:16850	short_vocabulary
poj	chhoan-a2-kau	chhoan-á-kau	itaigi:16850	short_vocabulary
poj	chhoan-be-tit	chhoán-bē-ti̍t	taihoa:11389	extended_vocabulary
poj	chhoan-bin	chhoan-bîn	taihoa:11440	extended_vocabulary
poj	chhoan-bin5	chhoan-bîn	taihoa:11440	extended_vocabulary
poj	chhoan-boe-tit	chhoán-bōe-ti̍t	taihoa:11389	extended_vocabulary
poj	chhoan-chhai	chhoan-chhài	taihoa:11441	extended_vocabulary
poj	chhoan-chhai3	chhoan-chhài	taihoa:11441	extended_vocabulary
poj	chhoan-chhak	chhoan-chha̍k	taihoa:11442	extended_vocabulary
poj	chhoan-chhak8	chhoan-chha̍k	taihoa:11442	extended_vocabulary
poj	chhoan-chhit	chhoan-chhit	taihoa:11447	extended_vocabulary
poj	chhoan-chhit	chhoan-chhit	taihoa:11448	extended_vocabulary
poj	chhoan-chhut	chhoàn-chhut	taihoa:11409	extended_vocabulary
poj	chhoan-chng	chhoan-chng	taihoa:11449	extended_vocabulary
poj	chhoan-ge	chhoàn-gê	taihoa:11410	extended_vocabulary
poj	chhoan-ge	chhoàn-gê	taihoa:11411	extended_vocabulary
poj	chhoan-hiok	Chhoan-hiok	itaigi:14841	short_vocabulary
poj	chhoan-hiok	chhoan-hiok	taihoa:11454	extended_vocabulary
poj	chhoan-hu-chu	chhoan-hu-chú	taihoa:11455	extended_vocabulary
poj	chhoan-hu-chu2	chhoan-hu-chú	taihoa:11455	extended_vocabulary
poj	chhoan-inn	chhoàn-íⁿ	itaigi:17713	short_vocabulary
poj	chhoan-jip	chhoàn-ji̍p	taihoa:11412	extended_vocabulary
poj	chhoan-ju	chhoan-jú	taihoa:11456	extended_vocabulary
poj	chhoan-ju2	chhoan-jú	taihoa:11456	extended_vocabulary
poj	chhoan-kai	chhoàn-kái	taihoa:11413	extended_vocabulary
poj	chhoan-ke-chng	chhoân-kè-chng	taihoa:11431	extended_vocabulary
poj	chhoan-keng	chhoàn-keng	taihoa:11414	extended_vocabulary
poj	chhoan-khak	chhoan-khak	taihoa:11457	extended_vocabulary
poj	chhoan-khang	chhoân-khang	taihoa:11432	extended_vocabulary
poj	chhoan-khau-keng	chhoàn-kháu-keng	taihoa:11415	extended_vocabulary
poj	chhoan-khui	chhoán-khùi	taihoa:11390	extended_vocabulary
poj	chhoan-khui	chhoán-khùi	taiwanese-basic:841	everyday_vocabulary
poj	chhoan-kiong	chhoan-kiong	taihoa:11458	extended_vocabulary
poj	chhoan-kiong	chhoan-kiong	taihoa:11459	extended_vocabulary
poj	chhoan-koan	chhoàn-koan	taihoa:11416	extended_vocabulary
poj	chhoan-kong	chhoàn-kóng	taihoa:11418	extended_vocabulary
poj	chhoan-kong	chhoàn-kóng	taihoa:11419	extended_vocabulary
poj	chhoan-koo	chhoan-ko͘	taihoa:11460	extended_vocabulary
poj	chhoan-leh-tan	chhoân-leh-tán	itaigi:4106	short_vocabulary
poj	chhoan-li	chhoan-lí	taihoa:11461	extended_vocabulary
poj	chhoan-li2	chhoan-lí	taihoa:11461	extended_vocabulary
poj	chhoan-lian	chhoàn-liân	taihoa:11420	extended_vocabulary
poj	chhoan-liau	chhoân-liāu	taihoa:11434	extended_vocabulary
poj	chhoan-lok	chhoan-lo̍k	taihoa:11462	extended_vocabulary
poj	chhoan-lok8	chhoan-lo̍k	taihoa:11462	extended_vocabulary
poj	chhoan-mng	chhoàn-mn̂g	taihoa:11422	extended_vocabulary
poj	chhoan-oe	chhoàn-oe	itaigi:17712	short_vocabulary
poj	chhoan-pan	chhoân-pān	taihoa:11435	extended_vocabulary
poj	chhoan-pan	chhoân-pān	taihoa:11436	extended_vocabulary
poj	chhoan-pan	chhoân-pān	taihoa:11437	extended_vocabulary
poj	chhoan-penn	chhoán-pēⁿ	taihoa:11391	extended_vocabulary
poj	chhoan-phau-tong	chhoan-phàu-tông	taihoa:11463	extended_vocabulary
poj	chhoan-phau3-tong5	chhoan-phàu-tông	taihoa:11463	extended_vocabulary
poj	chhoan-phenn-phenn	chhoán-phēⁿ-phēⁿ	taihoa:11392	extended_vocabulary
poj	chhoan-phi-phenn	chhoán-phī-phēⁿ	taihoa:11393	extended_vocabulary
poj	chhoan-phoo	Chhoan-phó͘	itaigi:8163	short_vocabulary
poj	chhoan-phoo2	Chhoan-phó͘	itaigi:8163	short_vocabulary
poj	chhoan-pian	chhoân-piān	taihoa:11438	extended_vocabulary
poj	chhoan-pian	chhoân-piān	taihoa:11439	extended_vocabulary
poj	chhoan-pinn	chhoán-pīⁿ	taihoa:11391	extended_vocabulary
poj	chhoan-poe gi-pe-ko	chhoan-pòe gî-pê-ko	itaigi:2697	short_vocabulary
poj	chhoan-poe3 gi5-pe5-ko	chhoan-pòe gî-pê-ko	itaigi:2697	short_vocabulary
poj	chhoan-sek	chhoan-sek	taihoa:11464	extended_vocabulary
poj	chhoan-si-poo	chhoan-sī-pō͘	taihoa:11465	extended_vocabulary
poj	chhoan-si7-poo7	chhoan-sī-pō͘	taihoa:11465	extended_vocabulary
poj	chhoan-su-poo	chhoan-sū-pō͘	taihoa:11465	extended_vocabulary
poj	chhoan-su7-poo7	chhoan-sū-pō͘	taihoa:11465	extended_vocabulary
poj	chhoan-thong	chhoàn-thong	taihoa:11423	extended_vocabulary
poj	chhoan-tiunn	chhoan-tiúⁿ	taihoa:11466	extended_vocabulary
poj	chhoan-tiunn	chhoan-tiúⁿ	taiwanese-basic:5235	everyday_vocabulary
poj	chhoan-tiunn2	chhoan-tiúⁿ	taihoa:11466	extended_vocabulary
poj	chhoan-tiunn2	chhoan-tiúⁿ	taiwanese-basic:5235	everyday_vocabulary
poj	chhoan-tng	chhoan-tn̂g	taihoa:11467	extended_vocabulary
poj	chhoan-tng	chhoan-tn̂g	taihoa:11468	extended_vocabulary
poj	chhoan-tng	chhoan-tn̂g	taihoa:11469	extended_vocabulary
poj	chhoan-tng5	chhoan-tn̂g	taihoa:11467	extended_vocabulary
poj	chhoan-tng5	chhoan-tn̂g	taihoa:11468	extended_vocabulary
poj	chhoan-tng5	chhoan-tn̂g	taihoa:11469	extended_vocabulary
poj	chhoan-to	chhoàn-tô	taihoa:11424	extended_vocabulary
poj	chhoan-to	chhoàn-tō	taihoa:11425	extended_vocabulary
poj	chhoan-to	chhoàn-tō	taihoa:11426	extended_vocabulary
poj	chhoan-toa-khui	chhoán-tōa-khùi	itaigi:12377	short_vocabulary
poj	chhoan-toa-khui	chhoán-tōa-khùi	itaigi:5432	short_vocabulary
poj	chhoan-toa-khui	chhoán-tōa-khùi	taihoa:11394	extended_vocabulary
poj	chhoan-toa-khui	chhoán-tōa-khùi	taihoa:11395	extended_vocabulary
poj	chhoan-tong	chhoàn-tông	taihoa:11427	extended_vocabulary
poj	chhoan-tong	chhoàn-tông	taihoa:11428	extended_vocabulary
poj	chhoan2	chhoán	taihoa:11387	extended_vocabulary
poj	chhoan2	chhoán	taiwanese-basic:840	everyday_vocabulary
poj	chhoan2-be7-tit8	chhoán-bē-ti̍t	taihoa:11389	extended_vocabulary
poj	chhoan2-boe7-tit8	chhoán-bōe-ti̍t	taihoa:11389	extended_vocabulary
poj	chhoan2-khui3	chhoán-khùi	taihoa:11390	extended_vocabulary
poj	chhoan2-khui3	chhoán-khùi	taiwanese-basic:841	everyday_vocabulary
poj	chhoan2-penn7	chhoán-pēⁿ	taihoa:11391	extended_vocabulary
poj	chhoan2-phenn7-phenn7	chhoán-phēⁿ-phēⁿ	taihoa:11392	extended_vocabulary
poj	chhoan2-phi7-phenn7	chhoán-phī-phēⁿ	taihoa:11393	extended_vocabulary
poj	chhoan2-pinn7	chhoán-pīⁿ	taihoa:11391	extended_vocabulary
poj	chhoan2-toa7-khui3	chhoán-tōa-khùi	itaigi:12377	short_vocabulary
poj	chhoan2-toa7-khui3	chhoán-tōa-khùi	itaigi:5432	short_vocabulary
poj	chhoan2-toa7-khui3	chhoán-tōa-khùi	taihoa:11394	extended_vocabulary
poj	chhoan2-toa7-khui3	chhoán-tōa-khùi	taihoa:11395	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11397	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11398	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11399	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11400	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11401	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11403	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11404	extended_vocabulary
poj	chhoan3	chhoàn	taihoa:11405	extended_vocabulary
poj	chhoan3 kong2	chhoàn kóng	itaigi:17757	short_vocabulary
poj	chhoan3-a2	chhoàn-á	taihoa:11407	extended_vocabulary
poj	chhoan3-chhut	chhoàn-chhut	taihoa:11409	extended_vocabulary
poj	chhoan3-ge5	chhoàn-gê	taihoa:11410	extended_vocabulary
poj	chhoan3-ge5	chhoàn-gê	taihoa:11411	extended_vocabulary
poj	chhoan3-inn2	chhoàn-íⁿ	itaigi:17713	short_vocabulary
poj	chhoan3-jip8	chhoàn-ji̍p	taihoa:11412	extended_vocabulary
poj	chhoan3-kai2	chhoàn-kái	taihoa:11413	extended_vocabulary
poj	chhoan3-keng	chhoàn-keng	taihoa:11414	extended_vocabulary
poj	chhoan3-khau2-keng	chhoàn-kháu-keng	taihoa:11415	extended_vocabulary
poj	chhoan3-koan	chhoàn-koan	taihoa:11416	extended_vocabulary
poj	chhoan3-kong2	chhoàn-kóng	taihoa:11418	extended_vocabulary
poj	chhoan3-kong2	chhoàn-kóng	taihoa:11419	extended_vocabulary
poj	chhoan3-lian5	chhoàn-liân	taihoa:11420	extended_vocabulary
poj	chhoan3-mng5	chhoàn-mn̂g	taihoa:11422	extended_vocabulary
poj	chhoan3-oe	chhoàn-oe	itaigi:17712	short_vocabulary
poj	chhoan3-thong	chhoàn-thong	taihoa:11423	extended_vocabulary
poj	chhoan3-to5	chhoàn-tô	taihoa:11424	extended_vocabulary
poj	chhoan3-to7	chhoàn-tō	taihoa:11425	extended_vocabulary
poj	chhoan3-to7	chhoàn-tō	taihoa:11426	extended_vocabulary
poj	chhoan3-tong5	chhoàn-tông	taihoa:11427	extended_vocabulary
poj	chhoan3-tong5	chhoàn-tông	taihoa:11428	extended_vocabulary
poj	chhoan5	chhoân	itaigi:13314	short_vocabulary
poj	chhoan5	chhoân	taihoa:11429	extended_vocabulary
poj	chhoan5	chhoân	taihoa:11430	extended_vocabulary
poj	chhoan5	chhoân	taiwanese-basic:839	everyday_vocabulary
poj	chhoan5 pian7-pian7	chhoân piān-piān	itaigi:14210	short_vocabulary
poj	chhoan5 pian7-pian7	chhoân piān-piān	itaigi:14211	short_vocabulary
poj	chhoan5-ke3-chng	chhoân-kè-chng	taihoa:11431	extended_vocabulary
poj	chhoan5-khang	chhoân-khang	taihoa:11432	extended_vocabulary
poj	chhoan5-leh-tan2	chhoân-leh-tán	itaigi:4106	short_vocabulary
poj	chhoan5-liau7	chhoân-liāu	taihoa:11434	extended_vocabulary
poj	chhoan5-pan7	chhoân-pān	taihoa:11435	extended_vocabulary
poj	chhoan5-pan7	chhoân-pān	taihoa:11436	extended_vocabulary
poj	chhoan5-pan7	chhoân-pān	taihoa:11437	extended_vocabulary
poj	chhoan5-pian7	chhoân-piān	taihoa:11438	extended_vocabulary
poj	chhoan5-pian7	chhoân-piān	taihoa:11439	extended_vocabulary
poj	chhoang	chhoàng	itaigi:11023	short_vocabulary
poj	chhoang-hiann	chhoàng-hiaⁿ	taihoa:11450	extended_vocabulary
poj	chhoang-hiann	chhoàng-hiaⁿ	taihoa:11451	extended_vocabulary
poj	chhoang-kang	chhoàng-káng	itaigi:11635	short_vocabulary
poj	chhoang-kang	chhoàng-káng	taihoa:11452	extended_vocabulary
poj	chhoang-tiam	chhoàng-tiám	taihoa:11453	extended_vocabulary
poj	chhoang3	chhoàng	itaigi:11023	short_vocabulary
poj	chhoang3-hiann	chhoàng-hiaⁿ	taihoa:11450	extended_vocabulary
poj	chhoang3-hiann	chhoàng-hiaⁿ	taihoa:11451	extended_vocabulary
poj	chhoang3-kang2	chhoàng-káng	itaigi:11635	short_vocabulary
poj	chhoang3-kang2	chhoàng-káng	taihoa:11452	extended_vocabulary
poj	chhoang3-tiam2	chhoàng-tiám	taihoa:11453	extended_vocabulary
poj	chhoann	chhòaⁿ	taihoa:11396	extended_vocabulary
poj	chhoann	chhòaⁿ	taihoa:11402	extended_vocabulary
poj	chhoann	chhòaⁿ	taihoa:11406	extended_vocabulary
poj	chhoann	chhòaⁿ	taiwanese-basic:836	everyday_vocabulary
poj	chhoann	chhóaⁿ	taihoa:11388	extended_vocabulary
poj	chhoann-a	chhòaⁿ-á	taihoa:11408	extended_vocabulary
poj	chhoann-chhi	chhoaⁿ-chhì	taihoa:11443	extended_vocabulary
poj	chhoann-chhi	chhoaⁿ-chhì	taihoa:11444	extended_vocabulary
poj	chhoann-chhi	chhoaⁿ-chhì	taihoa:11445	extended_vocabulary
poj	chhoann-chhi	chhoaⁿ-chhì	taihoa:11446	extended_vocabulary
poj	chhoann-chhi3	chhoaⁿ-chhì	taihoa:11443	extended_vocabulary
poj	chhoann-chhi3	chhoaⁿ-chhì	taihoa:11444	extended_vocabulary
poj	chhoann-chhi3	chhoaⁿ-chhì	taihoa:11445	extended_vocabulary
poj	chhoann-chhi3	chhoaⁿ-chhì	taihoa:11446	extended_vocabulary
poj	chhoann-ke	chhòaⁿ-kè	taihoa:11417	extended_vocabulary
poj	chhoann-ke	chhôaⁿ-kè	taihoa:24597	extended_vocabulary
poj	chhoann-khoan	chhôaⁿ-khoân	taihoa:11433	extended_vocabulary
poj	chhoann-koan	chhôaⁿ-koân	taihoa:11433	extended_vocabulary
poj	chhoann-koe	chhòaⁿ-kòe	taihoa:11417	extended_vocabulary
poj	chhoann-loo	chhòaⁿ-lō͘	taihoa:11421	extended_vocabulary
poj	chhoann-mng	chhòaⁿ-mn̂g	taiwanese-basic:837	everyday_vocabulary
poj	chhoann-to	chhòaⁿ-tō	taihoa:11425	extended_vocabulary
poj	chhoann-to	chhòaⁿ-tō	taihoa:11426	extended_vocabulary
poj	chhoann2	chhóaⁿ	taihoa:11388	extended_vocabulary
poj	chhoann3	chhòaⁿ	taihoa:11396	extended_vocabulary
poj	chhoann3	chhòaⁿ	taihoa:11402	extended_vocabulary
poj	chhoann3	chhòaⁿ	taihoa:11406	extended_vocabulary
poj	chhoann3	chhòaⁿ	taiwanese-basic:836	everyday_vocabulary
poj	chhoann3-a2	chhòaⁿ-á	taihoa:11408	extended_vocabulary
poj	chhoann3-ke3	chhòaⁿ-kè	taihoa:11417	extended_vocabulary
poj	chhoann3-koe3	chhòaⁿ-kòe	taihoa:11417	extended_vocabulary
poj	chhoann3-loo7	chhòaⁿ-lō͘	taihoa:11421	extended_vocabulary
poj	chhoann3-mng5	chhòaⁿ-mn̂g	taiwanese-basic:837	everyday_vocabulary
poj	chhoann3-to7	chhòaⁿ-tō	taihoa:11425	extended_vocabulary
poj	chhoann3-to7	chhòaⁿ-tō	taihoa:11426	extended_vocabulary
poj	chhoann5-ke3	chhôaⁿ-kè	taihoa:24597	extended_vocabulary
poj	chhoann5-khoan5	chhôaⁿ-khoân	taihoa:11433	extended_vocabulary
poj	chhoann5-koan5	chhôaⁿ-koân	taihoa:11433	extended_vocabulary
poj	chhoe	chhoe	taihoa:11472	extended_vocabulary
poj	chhoe	chhoe	taihoa:11473	extended_vocabulary
poj	chhoe	chhoe	taihoa:11474	extended_vocabulary
poj	chhoe	chhoe	taihoa:11475	extended_vocabulary
poj	chhoe	chhoe	taihoa:11476	extended_vocabulary
poj	chhoe	chhoe	taiwanese-basic:851	everyday_vocabulary
poj	chhoe	chhoe	taiwanese-basic:853	everyday_vocabulary
poj	chhoe	chhóe	taihoa:11477	extended_vocabulary
poj	chhoe	chhôe	taihoa:11478	extended_vocabulary
poj	chhoe	chhôe	taihoa:11479	extended_vocabulary
poj	chhoe	chhôe	taihoa:11480	extended_vocabulary
poj	chhoe	chhôe	taihoa:8467	extended_vocabulary
poj	chhoe	chhôe	taihoa:8468	extended_vocabulary
poj	chhoe	chhōe	itaigi:6620	short_vocabulary
poj	chhoe	chhōe	taihoa:11484	extended_vocabulary
poj	chhoe	chhōe	taihoa:11485	extended_vocabulary
poj	chhoe	chhōe	taihoa:11486	extended_vocabulary
poj	chhoe	chhōe	taiwanese-basic:842	everyday_vocabulary
poj	chhoe	chhōe	taiwanese-basic:850	everyday_vocabulary
poj	chhoe be tioh	chhōe bē tio̍h	itaigi:2053	short_vocabulary
poj	chhoe be tioh	chhōe bē tio̍h	itaigi:2137	short_vocabulary
poj	chhoe be-tioh	chhōe bē-tio̍h	taiwanese-basic:847	everyday_vocabulary
poj	chhoe bo	chhōe bô	itaigi:7367	short_vocabulary
poj	chhoe bo-tioh	chhōe bô-tio̍h	taiwanese-basic:849	everyday_vocabulary
poj	chhoe e-tioh	chhōe ē-tio̍h	taiwanese-basic:846	everyday_vocabulary
poj	chhoe hi-a	chhoe hî-á	itaigi:4805	short_vocabulary
poj	chhoe hi5-a2	chhoe hî-á	itaigi:4805	short_vocabulary
poj	chhoe koe	chhoe kóe	itaigi:2886	short_vocabulary
poj	chhoe koe2	chhoe kóe	itaigi:2886	short_vocabulary
poj	chhoe thau-chang	chhoe thâu-chang	itaigi:9686	short_vocabulary
poj	chhoe thau-moo	chhoe thâu-mo͘	itaigi:9685	short_vocabulary
poj	chhoe thau5-chang	chhoe thâu-chang	itaigi:9686	short_vocabulary
poj	chhoe thau5-moo	chhoe thâu-mo͘	itaigi:9685	short_vocabulary
poj	chhoe tng--lai	chhōe tńg--lâi	itaigi:4612	short_vocabulary
poj	chhoe u-tioh	chhōe ū-tio̍h	taiwanese-basic:848	everyday_vocabulary
poj	chhoe--khi-lai	chhoe--khí-lâi	taihoa:11514	extended_vocabulary
poj	chhoe--khi2-lai5	chhoe--khí-lâi	taihoa:11514	extended_vocabulary
poj	chhoe--tioh	chhōe--tio̍h	itaigi:7012	short_vocabulary
poj	chhoe--tioh	chhōe--tio̍h	taihoa:11501	extended_vocabulary
poj	chhoe--tioh	chhōe--tio̍h	taihoa:11502	extended_vocabulary
poj	chhoe--tioh	chhōe--tio̍h	taihoa:11503	extended_vocabulary
poj	chhoe--tioh	chhōe--tio̍h	taiwanese-basic:845	everyday_vocabulary
poj	chhoe-a	chhòe-á	itaigi:15814	short_vocabulary
poj	chhoe-a	chhôe-á	itaigi:16073	short_vocabulary
poj	chhoe-a	chhôe-á	itaigi:16606	short_vocabulary
poj	chhoe-a	chhôe-á	itaigi:3170	short_vocabulary
poj	chhoe-a	chhôe-á	taihoa:11481	extended_vocabulary
poj	chhoe-a	chhôe-á	taihoa:11482	extended_vocabulary
poj	chhoe-a	chhôe-á	taihoa:11483	extended_vocabulary
poj	chhoe-bo	chhōe-bô	taiwanese-basic:844	everyday_vocabulary
poj	chhoe-bo-loo	chhōe-bô-lō͘	itaigi:10997	short_vocabulary
poj	chhoe-chhut	chhōe-chhut	taihoa:11487	extended_vocabulary
poj	chhoe-chhut	chhōe-chhut	taihoa:11488	extended_vocabulary
poj	chhoe-chiah	chhōe-chia̍h	taihoa:11489	extended_vocabulary
poj	chhoe-chinn	chhoē-chîⁿ	itaigi:3865	short_vocabulary
poj	chhoe-chinn	chhōe-chîⁿ	taihoa:11490	extended_vocabulary
poj	chhoe-hiong	chhoe-hiòng	taihoa:11506	extended_vocabulary
poj	chhoe-hiong3	chhoe-hiòng	taihoa:11506	extended_vocabulary
poj	chhoe-hong	chhoe-hong	taihoa:11508	extended_vocabulary
poj	chhoe-hong	chhoe-hong	taihoa:11509	extended_vocabulary
poj	chhoe-hong	chhoe-hong	taiwanese-basic:852	everyday_vocabulary
poj	chhoe-it	chhoe-it	taihoa:11511	extended_vocabulary
poj	chhoe-kau-le	chhoe-káu-lê	taihoa:11512	extended_vocabulary
poj	chhoe-kau-le	chhoe-káu-lê	taihoa:11513	extended_vocabulary
poj	chhoe-kau2-le5	chhoe-káu-lê	taihoa:11512	extended_vocabulary
poj	chhoe-kau2-le5	chhoe-káu-lê	taihoa:11513	extended_vocabulary
poj	chhoe-ke	chhôe-ke	itaigi:15402	short_vocabulary
poj	chhoe-ke-siau	chhôe-kè-siàu	itaigi:14771	short_vocabulary
poj	chhoe-khang-phang	chhōe-khang-phāng	taihoa:11491	extended_vocabulary
poj	chhoe-khang-phang	chhōe-khang-phāng	taihoa:11492	extended_vocabulary
poj	chhoe-khi	chhoe-khì	itaigi:19313	short_vocabulary
poj	chhoe-khi3	chhoe-khì	itaigi:19313	short_vocabulary
poj	chhoe-kiau	chhoe-kiáu	itaigi:2251	short_vocabulary
poj	chhoe-kiau2	chhoe-kiáu	itaigi:2251	short_vocabulary
poj	chhoe-kiu	chhōe-kiû	itaigi:18674	short_vocabulary
poj	chhoe-kong	chhoe-kóng	taihoa:11515	extended_vocabulary
poj	chhoe-kong2	chhoe-kóng	taihoa:11515	extended_vocabulary
poj	chhoe-ku	chhoe-ku	taihoa:11516	extended_vocabulary
poj	chhoe-liang	chhoe-liâng	taihoa:11517	extended_vocabulary
poj	chhoe-liang	chhoe-liâng	taihoa:11518	extended_vocabulary
poj	chhoe-liang5	chhoe-liâng	taihoa:11517	extended_vocabulary
poj	chhoe-liang5	chhoe-liâng	taihoa:11518	extended_vocabulary
poj	chhoe-loo	chhoe-lō͘	taihoa:11519	extended_vocabulary
poj	chhoe-loo7	chhoe-lō͘	taihoa:11519	extended_vocabulary
poj	chhoe-ma-hoan	chhōe-mâ-hoân	taihoa:11493	extended_vocabulary
poj	chhoe-nui	chhoe-nūi	taihoa:11520	extended_vocabulary
poj	chhoe-nui7	chhoe-nūi	taihoa:11520	extended_vocabulary
poj	chhoe-phoa-phe	chhòe-phòa-phê	itaigi:15815	short_vocabulary
poj	chhoe-phoo	chhoe-pho͘	taihoa:11521	extended_vocabulary
poj	chhoe-png	chhoe-pn̄g	itaigi:17940	short_vocabulary
poj	chhoe-png7	chhoe-pn̄g	itaigi:17940	short_vocabulary
